field,value
topology.cutoff_margin[3401],-0.0169234477626522
topology.cutoff_margin[3402],-0.016970423680027658
topology.cutoff_margin[3403],-0.017017359664357024
topology.cutoff_margin[3404],-0.01706425560519531
topology.cutoff_margin[3405],-0.01711111139219168
topology.cutoff_margin[3406],-0.017157926915090216
topology.cutoff_margin[3407],-0.01720470206372926
topology.cutoff_margin[3408],-0.017251436728042413
topology.cutoff_margin[3409],-0.017298130798058642
topology.cutoff_margin[3410],-0.01734478416390206
topology.cutoff_margin[3411],-0.017391396715792817
topology.cutoff_margin[3412],-0.017437968344047317
topology.cutoff_margin[3413],-0.017484498939077886
topology.cutoff_margin[3414],-0.017530988391393443
topology.cutoff_margin[3415],-0.017577436591599827
topology.cutoff_margin[3416],-0.017623843430400132
topology.cutoff_margin[3417],-0.017670208798594378
topology.cutoff_margin[3418],-0.01771653258708039
topology.cutoff_margin[3419],-0.017762814686853923
topology.cutoff_margin[3420],-0.017809054989008755
topology.cutoff_margin[3421],-0.017855253384736813
topology.cutoff_margin[3422],-0.017901409765328946
topology.cutoff_margin[3423],-0.0179475240221747
topology.cutoff_margin[3424],-0.01799359604676276
topology.cutoff_margin[3425],-0.018039625730681186
topology.cutoff_margin[3426],-0.018085612965617726
topology.cutoff_margin[3427],-0.01813155764335994
topology.cutoff_margin[3428],-0.018177459655795647
topology.cutoff_margin[3429],-0.0182233188949128
topology.cutoff_margin[3430],-0.018269135252800384
topology.cutoff_margin[3431],-0.018314908621647974
topology.cutoff_margin[3432],-0.018360638893746395
topology.cutoff_margin[3433],-0.018406325961487946
topology.cutoff_margin[3434],-0.018451969717366512
topology.cutoff_margin[3435],-0.018497570053978007
topology.cutoff_margin[3436],-0.018543126864020265
topology.cutoff_margin[3437],-0.018588640040293924
topology.cutoff_margin[3438],-0.018634109475701988
topology.cutoff_margin[3439],-0.018679535063250374
topology.cutoff_margin[3440],-0.018724916696048366
topology.cutoff_margin[3441],-0.018770254267308717
topology.cutoff_margin[3442],-0.018815547670347543
topology.cutoff_margin[3443],-0.018860796798585322
topology.cutoff_margin[3444],-0.018906001545546225
topology.cutoff_margin[3445],-0.01895116180485934
topology.cutoff_margin[3446],-0.018996277470258005
topology.cutoff_margin[3447],-0.019041348435580918
topology.cutoff_margin[3448],-0.019086374594771582
topology.cutoff_margin[3449],-0.019131355841879194
topology.cutoff_margin[3450],-0.01917629207105853
topology.cutoff_margin[3451],-0.019221183176570178
topology.cutoff_margin[3452],-0.019266029052781297
topology.cutoff_margin[3453],-0.019310829594164636
topology.cutoff_margin[3454],-0.019355584695300965
topology.cutoff_margin[3455],-0.019400294250876637
topology.cutoff_margin[3456],-0.019444958155686032
topology.cutoff_margin[3457],-0.01948957630463055
topology.cutoff_margin[3458],-0.019534148592719514
topology.cutoff_margin[3459],-0.019578674915069816
topology.cutoff_margin[3460],-0.019623155166906714
topology.cutoff_margin[3461],-0.019667589243564154
topology.cutoff_margin[3462],-0.019711977040484108
topology.cutoff_margin[3463],-0.019756318453218125
topology.cutoff_margin[3464],-0.019800613377426446
topology.cutoff_margin[3465],-0.01984486170887878
topology.cutoff_margin[3466],-0.019889063343454638
topology.cutoff_margin[3467],-0.01993321817714311
topology.cutoff_margin[3468],-0.019977326106043858
topology.cutoff_margin[3469],-0.020021387026366466
topology.cutoff_margin[3470],-0.020065400834431535
topology.cutoff_margin[3471],-0.020109367426670022
topology.cutoff_margin[3472],-0.020153286699624573
topology.cutoff_margin[3473],-0.020197158549948635
topology.cutoff_margin[3474],-0.020240982874407898
topology.cutoff_margin[3475],-0.020284759569879185
topology.cutoff_margin[3476],-0.020328488533351674
topology.cutoff_margin[3477],-0.02037216966192701
topology.cutoff_margin[3478],-0.02041580285281941
topology.cutoff_margin[3479],-0.02045938800335556
topology.cutoff_margin[3480],-0.020502925010975392
topology.cutoff_margin[3481],-0.020546413773232186
topology.cutoff_margin[3482],-0.020589854187792578
topology.cutoff_margin[3483],-0.020633246152437223
topology.cutoff_margin[3484],-0.020676589565060577
topology.cutoff_margin[3485],-0.020719884323671445
topology.cutoff_margin[3486],-0.020763130326392987
topology.cutoff_margin[3487],-0.02080632747146327
topology.cutoff_margin[3488],-0.02084947565723516
topology.cutoff_margin[3489],-0.020892574782176876
topology.cutoff_margin[3490],-0.020935624744872094
topology.cutoff_margin[3491],-0.02097862544401974
topology.cutoff_margin[3492],-0.021021576778435414
topology.cutoff_margin[3493],-0.0210644786470503
topology.cutoff_margin[3494],-0.02110733094891215
topology.cutoff_margin[3495],-0.021150133583185404
topology.cutoff_margin[3496],-0.021192886449151405
topology.cutoff_margin[3497],-0.021235589446208403
topology.cutoff_margin[3498],-0.02127824247387211
topology.cutoff_margin[3499],-0.021320845431775814
topology.cutoff_margin[3500],-0.021363398219670815
topology.cutoff_margin[3501],-0.02140590073742621
topology.cutoff_margin[3502],-0.02144835288502933
topology.cutoff_margin[3503],-0.02149075456258631
topology.cutoff_margin[3504],-0.02153310567032196
topology.cutoff_margin[3505],-0.021575406108579886
topology.cutoff_margin[3506],-0.021617655777823153
topology.cutoff_margin[3507],-0.021659854578634175
topology.cutoff_margin[3508],-0.02170200241171516
topology.cutoff_margin[3509],-0.02174409917788811
topology.cutoff_margin[3510],-0.021786144778095373
topology.cutoff_margin[3511],-0.021828139113399314
topology.cutoff_margin[3512],-0.021870082084983533
topology.cutoff_margin[3513],-0.021911973594151868
topology.cutoff_margin[3514],-0.02195381354233006
topology.cutoff_margin[3515],-0.021995601831064193
topology.cutoff_margin[3516],-0.022037338362022485
topology.cutoff_margin[3517],-0.022079023036994827
topology.cutoff_margin[3518],-0.022120655757893348
topology.cutoff_margin[3519],-0.02216223642675197
topology.cutoff_margin[3520],-0.022203764945727622
topology.cutoff_margin[3521],-0.022245241217099476
topology.cutoff_margin[3522],-0.022286665143269824
topology.cutoff_margin[3523],-0.022328036626764414
topology.cutoff_margin[3524],-0.022369355570232008
topology.cutoff_margin[3525],-0.02241062187644527
topology.cutoff_margin[3526],-0.022451835448300428
topology.cutoff_margin[3527],-0.022492996188817838
topology.cutoff_margin[3528],-0.02253410400114264
topology.cutoff_margin[3529],-0.022575158788543992
topology.cutoff_margin[3530],-0.022616160454415946
topology.cutoff_margin[3531],-0.0226571089022779
topology.cutoff_margin[3532],-0.022698004035773933
topology.cutoff_margin[3533],-0.02273884575867391
topology.cutoff_margin[3534],-0.02277963397487337
topology.cutoff_margin[3535],-0.022820368588393536
topology.cutoff_margin[3536],-0.02286104950338219
topology.cutoff_margin[3537],-0.02290167662411302
topology.cutoff_margin[3538],-0.022942249854986496
topology.cutoff_margin[3539],-0.022982769100529987
topology.cutoff_margin[3540],-0.023023234265397652
topology.cutoff_margin[3541],-0.023063645254371323
topology.cutoff_margin[3542],-0.023104001972359733
topology.cutoff_margin[3543],-0.023144304324399623
topology.cutoff_margin[3544],-0.023184552215655962
topology.cutoff_margin[3545],-0.02322474555142129
topology.cutoff_margin[3546],-0.023264884237117034
topology.cutoff_margin[3547],-0.02330496817829275
topology.cutoff_margin[3548],-0.023344997280627333
topology.cutoff_margin[3549],-0.023384971449928127
topology.cutoff_margin[3550],-0.023424890592132264
topology.cutoff_margin[3551],-0.023464754613306105
topology.cutoff_margin[3552],-0.023504563419645574
topology.cutoff_margin[3553],-0.02354431691747705
topology.cutoff_margin[3554],-0.023584015013256465
topology.cutoff_margin[3555],-0.023623657613570326
topology.cutoff_margin[3556],-0.023663244625136137
topology.cutoff_margin[3557],-0.023702775954801303
topology.cutoff_margin[3558],-0.02374225150954512
topology.cutoff_margin[3559],-0.023781671196477783
topology.cutoff_margin[3560],-0.023821034922840822
topology.cutoff_margin[3561],-0.023860342596007666
topology.cutoff_margin[3562],-0.023899594123483636
topology.cutoff_margin[3563],-0.02393878941290606
topology.cutoff_margin[3564],-0.023977928372044377
topology.cutoff_margin[3565],-0.024017010908801373
topology.cutoff_margin[3566],-0.02405603693121161
topology.cutoff_margin[3567],-0.024095006347443104
topology.cutoff_margin[3568],-0.024133919065797316
topology.cutoff_margin[3569],-0.024172774994708712
topology.cutoff_margin[3570],-0.024211574042745543
topology.cutoff_margin[3571],-0.024250316118609838
topology.cutoff_margin[3572],-0.024289001131137855
topology.cutoff_margin[3573],-0.024327628989300076
topology.cutoff_margin[3574],-0.02436619960220121
topology.cutoff_margin[3575],-0.024404712879081192
topology.cutoff_margin[3576],-0.02444316872931407
topology.cutoff_margin[3577],-0.024481567062409892
topology.cutoff_margin[3578],-0.024519907788013606
topology.cutoff_margin[3579],-0.024558190815905934
topology.cutoff_margin[3580],-0.024596416056002934
topology.cutoff_margin[3581],-0.024634583418357114
topology.cutoff_margin[3582],-0.02467269281315665
topology.cutoff_margin[3583],-0.024710744150726938
topology.cutoff_margin[3584],-0.02474873734152916
topology.cutoff_margin[3585],-0.024786672296161827
topology.cutoff_margin[3586],-0.024824548925360346
topology.cutoff_margin[3587],-0.02486236713999712
topology.cutoff_margin[3588],-0.02490012685108256
topology.cutoff_margin[3589],-0.02493782796976418
topology.cutoff_margin[3590],-0.024975470407327727
topology.cutoff_margin[3591],-0.025013054075196828
topology.cutoff_margin[3592],-0.025050578884933672
topology.cutoff_margin[3593],-0.025088044748238447
topology.cutoff_margin[3594],-0.025125451576950453
topology.cutoff_margin[3595],-0.0251627992830481
topology.cutoff_margin[3596],-0.02520008777864835
topology.cutoff_margin[3597],-0.02523731697600784
topology.cutoff_margin[3598],-0.025274486787522532
topology.cutoff_margin[3599],-0.025311597125728502
topology.cutoff_margin[3600],-0.02534864790330127
topology.cutoff_margin[3601],-0.025385639033057128
topology.cutoff_margin[3602],-0.02542257042795215
topology.cutoff_margin[3603],-0.025459442001083188
topology.cutoff_margin[3604],-0.025496253665687862
topology.cutoff_margin[3605],-0.02553300533514491
topology.cutoff_margin[3606],-0.02556969692297395
topology.cutoff_margin[3607],-0.025606328342836382
topology.cutoff_margin[3608],-0.025642899508534378
topology.cutoff_margin[3609],-0.02567941033401311
topology.cutoff_margin[3610],-0.02571586073335863
topology.cutoff_margin[3611],-0.0257522506208
topology.cutoff_margin[3612],-0.02578857991070793
topology.cutoff_margin[3613],-0.025824848517596477
topology.cutoff_margin[3614],-0.02586105635612157
topology.cutoff_margin[3615],-0.02589720334108292
topology.cutoff_margin[3616],-0.025933289387423564
topology.cutoff_margin[3617],-0.025969314410229094
topology.cutoff_margin[3618],-0.02600527832472921
topology.cutoff_margin[3619],-0.02604118104629749
topology.cutoff_margin[3620],-0.026077022490451296
topology.cutoff_margin[3621],-0.0261128025728522
topology.cutoff_margin[3622],-0.02614852120930633
topology.cutoff_margin[3623],-0.02618417831576414
topology.cutoff_margin[3624],-0.02621977380832108
topology.cutoff_margin[3625],-0.02625530760321748
topology.cutoff_margin[3626],-0.02629077961683901
topology.cutoff_margin[3627],-0.026326189765716435
topology.cutoff_margin[3628],-0.026361537966526405
topology.cutoff_margin[3629],-0.026396824136091124
topology.cutoff_margin[3630],-0.026432048191378787
topology.cutoff_margin[3631],-0.02646721004950381
topology.cutoff_margin[3632],-0.026502309627726928
topology.cutoff_margin[3633],-0.026537346843455545
topology.cutoff_margin[3634],-0.02657232161424372
topology.cutoff_margin[3635],-0.026607233857792068
topology.cutoff_margin[3636],-0.026642083491949187
topology.cutoff_margin[3637],-0.02667687043471012
topology.cutoff_margin[3638],-0.026711594604218347
topology.cutoff_margin[3639],-0.026746255918764117
topology.cutoff_margin[3640],-0.026780854296786116
topology.cutoff_margin[3641],-0.026815389656871025
topology.cutoff_margin[3642],-0.026849861917753626
topology.cutoff_margin[3643],-0.026884270998317805
topology.cutoff_margin[3644],-0.02691861681759533
topology.cutoff_margin[3645],-0.026952899294767185
topology.cutoff_margin[3646],-0.026987118349163453
topology.cutoff_margin[3647],-0.02702127390026343
topology.cutoff_margin[3648],-0.027055365867695746
topology.cutoff_margin[3649],-0.02708939417123879
topology.cutoff_margin[3650],-0.0271233587308205
topology.cutoff_margin[3651],-0.027157259466519257
topology.cutoff_margin[3652],-0.027191096298562978
topology.cutoff_margin[3653],-0.0272248691473308
topology.cutoff_margin[3654],-0.027258577933351513
topology.cutoff_margin[3655],-0.027292222577305347
topology.cutoff_margin[3656],-0.027325803000023297
topology.cutoff_margin[3657],-0.027359319122487125
topology.cutoff_margin[3658],-0.02739277086583003
topology.cutoff_margin[3659],-0.02742615815133731
topology.cutoff_margin[3660],-0.027459480900445032
topology.cutoff_margin[3661],-0.02749273903474192
topology.cutoff_margin[3662],-0.027525932475968018
topology.cutoff_margin[3663],-0.02755906114601614
topology.cutoff_margin[3664],-0.027592124966931086
topology.cutoff_margin[3665],-0.027625123860910983
topology.cutoff_margin[3666],-0.02765805775030583
topology.cutoff_margin[3667],-0.027690926557619178
topology.cutoff_margin[3668],-0.027723730205507335
topology.cutoff_margin[3669],-0.027756468616780494
topology.cutoff_margin[3670],-0.02778914171440172
topology.cutoff_margin[3671],-0.027821749421488295
topology.cutoff_margin[3672],-0.027854291661310926
topology.cutoff_margin[3673],-0.027886768357294645
topology.cutoff_margin[3674],-0.027919179433018693
topology.cutoff_margin[3675],-0.027951524812216633
topology.cutoff_margin[3676],-0.02798380441877668
topology.cutoff_margin[3677],-0.02801601817674182
topology.cutoff_margin[3678],-0.028048166010309905
topology.cutoff_margin[3679],-0.028080247843834005
topology.cutoff_margin[3680],-0.028112263601822507
topology.cutoff_margin[3681],-0.02814421320893934
topology.cutoff_margin[3682],-0.028176096590003863
topology.cutoff_margin[3683],-0.02820791366999109
topology.cutoff_margin[3684],-0.028239664374032913
topology.cutoff_margin[3685],-0.028271348627416648
topology.cutoff_margin[3686],-0.028302966355586157
topology.cutoff_margin[3687],-0.02833451748414173
topology.cutoff_margin[3688],-0.028366001938840868
topology.cutoff_margin[3689],-0.028397419645597277
topology.cutoff_margin[3690],-0.028428770530482095
topology.cutoff_margin[3691],-0.028460054519723776
topology.cutoff_margin[3692],-0.028491271539708207
topology.cutoff_margin[3693],-0.02852242151697848
topology.cutoff_margin[3694],-0.028553504378235672
topology.cutoff_margin[3695],-0.028584520050338957
topology.cutoff_margin[3696],-0.02861546846030527
topology.cutoff_margin[3697],-0.028646349535310422
topology.cutoff_margin[3698],-0.02867716320268776
topology.cutoff_margin[3699],-0.028707909389930175
topology.cutoff_margin[3700],-0.02873858802468876
topology.cutoff_margin[3701],-0.028769199034773485
topology.cutoff_margin[3702],-0.028799742348153967
topology.cutoff_margin[3703],-0.0288302178929587
topology.cutoff_margin[3704],-0.02886062559747593
topology.cutoff_margin[3705],-0.028890965390153123
topology.cutoff_margin[3706],-0.02892123719959827
topology.cutoff_margin[3707],-0.028951440954578467
topology.cutoff_margin[3708],-0.02898157658402145
topology.cutoff_margin[3709],-0.02901164401701528
topology.cutoff_margin[3710],-0.02904164318280833
topology.cutoff_margin[3711],-0.02907157401080962
topology.cutoff_margin[3712],-0.029101436430589045
topology.cutoff_margin[3713],-0.02913123037187748
topology.cutoff_margin[3714],-0.029160955764566898
topology.cutoff_margin[3715],-0.02919061253871047
topology.cutoff_margin[3716],-0.02922020062452335
topology.cutoff_margin[3717],-0.029249719952381348
topology.cutoff_margin[3718],-0.02927917045282291
topology.cutoff_margin[3719],-0.029308552056548143
topology.cutoff_margin[3720],-0.029337864694419347
topology.cutoff_margin[3721],-0.02936710829746081
topology.cutoff_margin[3722],-0.029396282796860018
topology.cutoff_margin[3723],-0.029425388123966
topology.cutoff_margin[3724],-0.02945442421029132
topology.cutoff_margin[3725],-0.029483390987511515
topology.cutoff_margin[3726],-0.029512288387464447
topology.cutoff_margin[3727],-0.029541116342152285
topology.cutoff_margin[3728],-0.029569874783739736
topology.cutoff_margin[3729],-0.029598563644555487
topology.cutoff_margin[3730],-0.02962718285709165
topology.cutoff_margin[3731],-0.029655732354004982
topology.cutoff_margin[3732],-0.029684212068115445
topology.cutoff_margin[3733],-0.029712621932407424
topology.cutoff_margin[3734],-0.029740961880029726
topology.cutoff_margin[3735],-0.02976923184429603
topology.cutoff_margin[3736],-0.029797431758684323
topology.cutoff_margin[3737],-0.029825561556837132
topology.cutoff_margin[3738],-0.02985362117256274
topology.cutoff_margin[3739],-0.029881610539833847
topology.cutoff_margin[3740],-0.02990952959278914
topology.cutoff_margin[3741],-0.02993737826573184
topology.cutoff_margin[3742],-0.029965156493131806
topology.cutoff_margin[3743],-0.029992864209623993
topology.cutoff_margin[3744],-0.030020501350009554
topology.cutoff_margin[3745],-0.03004806784925551
topology.cutoff_margin[3746],-0.030075563642495307
topology.cutoff_margin[3747],-0.030102988665028585
topology.cutoff_margin[3748],-0.030130342852321856
topology.cutoff_margin[3749],-0.03015762614000783
topology.cutoff_margin[3750],-0.03018483846388642
topology.cutoff_margin[3751],-0.0302119797599244
topology.cutoff_margin[3752],-0.030239049964255527
topology.cutoff_margin[3753],-0.030266049013181195
topology.cutoff_margin[3754],-0.030292976843169894
topology.cutoff_margin[3755],-0.030319833390857975
topology.cutoff_margin[3756],-0.0303466185930491
topology.cutoff_margin[3757],-0.03037333238671558
topology.cutoff_margin[3758],-0.030399974708997024
topology.cutoff_margin[3759],-0.03042654549720125
topology.cutoff_margin[3760],-0.030453044688804942
topology.cutoff_margin[3761],-0.030479472221452752
topology.cutoff_margin[3762],-0.030505828032958315
topology.cutoff_margin[3763],-0.030532112061303684
topology.cutoff_margin[3764],-0.03055832424464011
topology.cutoff_margin[3765],-0.030584464521287713
topology.cutoff_margin[3766],-0.030610532829736137
topology.cutoff_margin[3767],-0.030636529108643895
topology.cutoff_margin[3768],-0.030662453296839254
topology.cutoff_margin[3769],-0.03068830533332012
topology.cutoff_margin[3770],-0.030714085157254156
topology.cutoff_margin[3771],-0.030739792707978997
topology.cutoff_margin[3772],-0.03076542792500203
topology.cutoff_margin[3773],-0.030790990748001512
topology.cutoff_margin[3774],-0.030816481116825667
topology.cutoff_margin[3775],-0.0308418989714927
topology.cutoff_margin[3776],-0.03086724425219245
topology.cutoff_margin[3777],-0.03089251689928474
topology.cutoff_margin[3778],-0.03091771685330058
topology.cutoff_margin[3779],-0.030942844054942187
topology.cutoff_margin[3780],-0.030967898445082853
topology.cutoff_margin[3781],-0.03099287996476696
topology.cutoff_margin[3782],-0.031017788555210868
topology.cutoff_margin[3783],-0.031042624157802012
topology.cutoff_margin[3784],-0.03106738671409981
topology.cutoff_margin[3785],-0.031092076165835758
topology.cutoff_margin[3786],-0.03111669245491322
topology.cutoff_margin[3787],-0.031141235523407418
topology.cutoff_margin[3788],-0.03116570531356655
topology.cutoff_margin[3789],-0.031190101767810452
topology.cutoff_margin[3790],-0.031214424828732046
topology.cutoff_margin[3791],-0.03123867443909678
topology.cutoff_margin[3792],-0.03126285054184308
topology.cutoff_margin[3793],-0.031286953080082
topology.cutoff_margin[3794],-0.03131098199709825
topology.cutoff_margin[3795],-0.03133493723634939
topology.cutoff_margin[3796],-0.03135881874146651
topology.cutoff_margin[3797],-0.03138262645625378
topology.cutoff_margin[3798],-0.031406360324689575
topology.cutoff_margin[3799],-0.0314300202909259
topology.cutoff_margin[3800],-0.031453606299288395
topology.cutoff_margin[3801],-0.03147711829427691
topology.cutoff_margin[3802],-0.03150055622056558
topology.cutoff_margin[3803],-0.03152392002300253
topology.cutoff_margin[3804],-0.03154720964661073
topology.cutoff_margin[3805],-0.031570425036587246
topology.cutoff_margin[3806],-0.03159356613830411
topology.cutoff_margin[3807],-0.03161663289730776
topology.cutoff_margin[3808],-0.031639625259320514
topology.cutoff_margin[3809],-0.031662543170238644
topology.cutoff_margin[3810],-0.03168538657613418
topology.cutoff_margin[3811],-0.03170815542325456
topology.cutoff_margin[3812],-0.03173084965802209
topology.cutoff_margin[3813],-0.03175346922703537
topology.cutoff_margin[3814],-0.031776014077068315
topology.cutoff_margin[3815],-0.031798484155070694
topology.cutoff_margin[3816],-0.031820879408168246
topology.cutoff_margin[3817],-0.03184319978366279
topology.cutoff_margin[3818],-0.03186544522903234
topology.cutoff_margin[3819],-0.031887615691931215
topology.cutoff_margin[3820],-0.03190971112019003
topology.cutoff_margin[3821],-0.03193173146181627
topology.cutoff_margin[3822],-0.031953676664993935
topology.cutoff_margin[3823],-0.03197554667808378
topology.cutoff_margin[3824],-0.03199734144962352
topology.cutoff_margin[3825],-0.03201906092832796
topology.cutoff_margin[3826],-0.032040705063089425
topology.cutoff_margin[3827],-0.03206227380297666
topology.cutoff_margin[3828],-0.03208376709723637
topology.cutoff_margin[3829],-0.032105184895293126
topology.cutoff_margin[3830],-0.032126527146748685
topology.cutoff_margin[3831],-0.03214779380138244
topology.cutoff_margin[3832],-0.03216898480915198
topology.cutoff_margin[3833],-0.032190100120192966
topology.cutoff_margin[3834],-0.03221113968481881
topology.cutoff_margin[3835],-0.03223210345352168
topology.cutoff_margin[3836],-0.03225299137697135
topology.cutoff_margin[3837],-0.03227380340601704
topology.cutoff_margin[3838],-0.0322945394916857
topology.cutoff_margin[3839],-0.032315199585183474
topology.cutoff_margin[3840],-0.03233578363789502
topology.cutoff_margin[3841],-0.0323562916013842
topology.cutoff_margin[3842],-0.03237672342739373
topology.cutoff_margin[3843],-0.0323970790678455
topology.cutoff_margin[3844],-0.03241735847484084
topology.cutoff_margin[3845],-0.03243756160066036
topology.cutoff_margin[3846],-0.03245768839776397
topology.cutoff_margin[3847],-0.03247773881879168
topology.cutoff_margin[3848],-0.03249771281656255
topology.cutoff_margin[3849],-0.032517610344076076
topology.cutoff_margin[3850],-0.03253743135451126
topology.cutoff_margin[3851],-0.032557175801227745
topology.cutoff_margin[3852],-0.032576843637764474
topology.cutoff_margin[3853],-0.03259643481784125
topology.cutoff_margin[3854],-0.03261594929535838
topology.cutoff_margin[3855],-0.03263538702439617
topology.cutoff_margin[3856],-0.03265474795921586
topology.cutoff_margin[3857],-0.03267403205425923
topology.cutoff_margin[3858],-0.03269323926414902
topology.cutoff_margin[3859],-0.032712369543688835
topology.cutoff_margin[3860],-0.03273142284786312
topology.cutoff_margin[3861],-0.03275039913183786
topology.cutoff_margin[3862],-0.03276929835095965
topology.cutoff_margin[3863],-0.0327881204607573
topology.cutoff_margin[3864],-0.03280686541694011
topology.cutoff_margin[3865],-0.0328255331753996
topology.cutoff_margin[3866],-0.03284412369220879
topology.cutoff_margin[3867],-0.032862636923622124
topology.cutoff_margin[3868],-0.03288107282607666
topology.cutoff_margin[3869],-0.032899431356190445
topology.cutoff_margin[3870],-0.03291771247076436
topology.cutoff_margin[3871],-0.03293591612678126
topology.cutoff_margin[3872],-0.03295404228140575
topology.cutoff_margin[3873],-0.032972090891985495
topology.cutoff_margin[3874],-0.032990061916050695
topology.cutoff_margin[3875],-0.033007955311313286
topology.cutoff_margin[3876],-0.033025771035668616
topology.cutoff_margin[3877],-0.03304350904719455
topology.cutoff_margin[3878],-0.033061169304151816
topology.cutoff_margin[3879],-0.03307875176498409
topology.cutoff_margin[3880],-0.033096256388318146
topology.cutoff_margin[3881],-0.033113683132964145
topology.cutoff_margin[3882],-0.03313103195791489
topology.cutoff_margin[3883],-0.03314830282234715
topology.cutoff_margin[3884],-0.033165495685620994
topology.cutoff_margin[3885],-0.033182610507279664
topology.cutoff_margin[3886],-0.0331996472470506
topology.cutoff_margin[3887],-0.03321660586484454
topology.cutoff_margin[3888],-0.03323348632075629
topology.cutoff_margin[3889],-0.03325028857506451
topology.cutoff_margin[3890],-0.03326701258823184
topology.cutoff_margin[3891],-0.033283658320905185
topology.cutoff_margin[3892],-0.033300225733915334
topology.cutoff_margin[3893],-0.03331671478827758
topology.cutoff_margin[3894],-0.03333312544519185
topology.cutoff_margin[3895],-0.033349457666041915
topology.cutoff_margin[3896],-0.03336571141239675
topology.cutoff_margin[3897],-0.03338188664600972
topology.cutoff_margin[3898],-0.033397983328818714
topology.cutoff_margin[3899],-0.033414001422946815
topology.cutoff_margin[3900],-0.03342994089070195
topology.cutoff_margin[3901],-0.033445801694577004
topology.cutoff_margin[3902],-0.03346158379724984
topology.cutoff_margin[3903],-0.03347728716158371
topology.cutoff_margin[3904],-0.0334929117506273
topology.cutoff_margin[3905],-0.03350845752761411
topology.cutoff_margin[3906],-0.03352392445596364
topology.cutoff_margin[3907],-0.03353931249928066
topology.cutoff_margin[3908],-0.033554621621355474
topology.cutoff_margin[3909],-0.03356985178616445
topology.cutoff_margin[3910],-0.03358500295786937
topology.cutoff_margin[3911],-0.033600075100818194
topology.cutoff_margin[3912],-0.03361506817954485
topology.cutoff_margin[3913],-0.03362998215876878
topology.cutoff_margin[3914],-0.033644817003396166
topology.cutoff_margin[3915],-0.03365957267851927
topology.cutoff_margin[3916],-0.0336742491494163
topology.cutoff_margin[3917],-0.03368884638155256
topology.cutoff_margin[3918],-0.033703364340578856
topology.cutoff_margin[3919],-0.03371780299233351
topology.cutoff_margin[3920],-0.033732162302840374
topology.cutoff_margin[3921],-0.033746442238311136
topology.cutoff_margin[3922],-0.033760642765143456
topology.cutoff_margin[3923],-0.03377476384992206
topology.cutoff_margin[3924],-0.03378880545941898
topology.cutoff_margin[3925],-0.03380276756059297
topology.cutoff_margin[3926],-0.03381665012058943
topology.cutoff_margin[3927],-0.0338304531067416
topology.cutoff_margin[3928],-0.03384417648656979
topology.cutoff_margin[3929],-0.0338578202277815
topology.cutoff_margin[3930],-0.033871384298271634
topology.cutoff_margin[3931],-0.033884868666122614
topology.cutoff_margin[3932],-0.0338982732996046
topology.cutoff_margin[3933],-0.03391159816717504
topology.cutoff_margin[3934],-0.03392484323747913
topology.cutoff_margin[3935],-0.033938008479350246
topology.cutoff_margin[3936],-0.033951093861809056
topology.cutoff_margin[3937],-0.033964099354064414
topology.cutoff_margin[3938],-0.033977024925513244
topology.cutoff_margin[3939],-0.03398987054574043
topology.cutoff_margin[3940],-0.03400263618451871
topology.cutoff_margin[3941],-0.03401532181180966
topology.cutoff_margin[3942],-0.034027927397762725
topology.cutoff_margin[3943],-0.034040452912715624
topology.cutoff_margin[3944],-0.0340528983271946
topology.cutoff_margin[3945],-0.03406526361191442
topology.cutoff_margin[3946],-0.03407754873777846
topology.cutoff_margin[3947],-0.0340897536758783
topology.cutoff_margin[3948],-0.03410187839749512
topology.cutoff_margin[3949],-0.03411392287409787
topology.cutoff_margin[3950],-0.03412588707734476
topology.cutoff_margin[3951],-0.03413777097908288
topology.cutoff_margin[3952],-0.03414957455134848
topology.cutoff_margin[3953],-0.03416129776636634
topology.cutoff_margin[3954],-0.03417294059655074
topology.cutoff_margin[3955],-0.03418450301450493
topology.cutoff_margin[3956],-0.034195984993021455
topology.cutoff_margin[3957],-0.03420738650508204
topology.cutoff_margin[3958],-0.034218707523857694
topology.cutoff_margin[3959],-0.03422994802270951
topology.cutoff_margin[3960],-0.03424110797518698
topology.cutoff_margin[3961],-0.03425218735502977
topology.cutoff_margin[3962],-0.03426318613616719
topology.cutoff_margin[3963],-0.03427410429271782
topology.cutoff_margin[3964],-0.03428494179899044
topology.cutoff_margin[3965],-0.03429569862948312
topology.cutoff_margin[3966],-0.034306374758884095
topology.cutoff_margin[3967],-0.03431697016207147
topology.cutoff_margin[3968],-0.03432748481411296
topology.cutoff_margin[3969],-0.03433791869026692
topology.cutoff_margin[3970],-0.03434827176598143
topology.cutoff_margin[3971],-0.03435854401689431
topology.cutoff_margin[3972],-0.03436873541883445
topology.cutoff_margin[3973],-0.03437884594782015
topology.cutoff_margin[3974],-0.03438887558006043
topology.cutoff_margin[3975],-0.03439882429195473
topology.cutoff_margin[3976],-0.03440869206009256
topology.cutoff_margin[3977],-0.034418478861254265
topology.cutoff_margin[3978],-0.0344281846724106
topology.cutoff_margin[3979],-0.0344378094707225
topology.cutoff_margin[3980],-0.03444735323354253
topology.cutoff_margin[3981],-0.034456815938412655
topology.cutoff_margin[3982],-0.03446619756306668
topology.cutoff_margin[3983],-0.03447549808542838
